GENEID	gene	e14.5	e17.5	p0	p3	p7	p10	p14	p21
ENSMUSG00000063506	Arhgap22	41.74	21.72	29.86	16.6	17.82	40.26	66.36	115.22
ENSMUSG00000063511	Snrnp70	876.67	707.59	574.65	395.76	366.42	338.75	301.71	355.33
ENSMUSG00000063522	Ly6m	13.93	10.38	4.25	11.34	9.34	2.37	14.24	15.49
ENSMUSG00000063524	Eno1	1273.14	1607.13	579.97	435.42	659.42	702.2	1262.64	1087.32
ENSMUSG00000063529	Stmnd1	1.47	3.24	4.85	1.05	0.78	3.55	0.57	2.58
ENSMUSG00000063531	Sema3e	306.99	1476.38	1166.18	973.72	1022.15	1250.42	2446.85	2463.51
ENSMUSG00000063535	Zfp773	504.52	672.59	577.76	427.24	442.83	293.68	133.06	118.45
ENSMUSG00000063549	Olfr322	24.01	12.0	14.58	6.8	10.67	4.73	4.67	7.95
ENSMUSG00000063550	Nup98	6014.37	5196.03	4284.75	3635.04	3907.42	3263.61	4040.62	4217.33
ENSMUSG00000063556	Gm10132	5.15	11.51	9.8	2.43	5.83	2.37	2.24	1.61
ENSMUSG00000063558	Aox1	10.99	9.48	7.55	9.07	8.64	5.93	20.76	52.56
ENSMUSG00000063564	Col23a1	3606.4	4889.32	5748.78	3927.42	3298.75	4301.95	5135.72	5746.68
ENSMUSG00000063568	Jazf1	564.27	671.77	577.21	625.92	629.14	680.9	609.08	478.92
ENSMUSG00000063576	Klhdc3	1717.16	2605.94	1626.39	2174.13	3315.1	2804.41	3163.06	3400.06
ENSMUSG00000063583	Olfr1410	16.54	16.09	16.37	22.85	17.82	16.58	11.43	5.51
ENSMUSG00000063594	Gng8	40.43	37.75	56.45	77.29	68.59	60.39	27.53	16.59
ENSMUSG00000063600	Egfem1	3399.02	703.45	551.2	170.36	143.78	275.91	447.47	541.89
ENSMUSG00000063605	Ccdc102a	423.23	206.02	197.81	74.69	78.32	118.42	111.01	126.62
ENSMUSG00000063615	Olfr64	17.27	18.18	9.17	11.67	16.63	18.95	21.01	25.36
ENSMUSG00000063623	C230062I16Rik	282.98	330.53	255.0	257.12	250.87	217.89	251.37	232.08
ENSMUSG00000063626	Unc5d	132.24	300.84	315.74	1337.05	1282.75	1711.08	2548.36	2362.04
ENSMUSG00000063632	Sox11	52267.27	33158.4	23575.82	3958.87	4271.21	1480.22	562.92	363.03
ENSMUSG00000063646	Jakmip1	44.56	96.33	72.59	136.5	99.88	121.94	153.44	206.89
ENSMUSG00000063652	Slc22a21	1.02	8.1	15.81	10.45	10.34	7.1	2.04	3.55
ENSMUSG00000063659	Zbtb18	6657.88	9054.76	11595.75	11865.94	12270.0	9088.08	8034.64	8292.97
ENSMUSG00000063661	Krt73	1039.91	2555.26	2356.14	36.06	34.7	8.29	0.51	0.31
ENSMUSG00000063663	Brwd3	2310.2	2535.0	2885.06	3103.05	3184.07	2367.15	2327.51	1747.83
ENSMUSG00000063672	Nkx6-3	0.74	0.78	3.76	1.22	1.64	1.19	7.53	3.86
ENSMUSG00000063681	Crb1	1418.54	2273.95	2495.96	15247.73	13771.32	21815.54	27868.97	29955.44
ENSMUSG00000063683	Glyat	15.63	8.23	5.45	6.8	4.03	5.92	7.22	5.82
ENSMUSG00000063687	Pcdhb5	193.17	331.65	199.48	278.98	381.43	234.45	337.8	278.11
ENSMUSG00000063689	H2ac21	1595.01	1988.24	1822.96	934.62	957.75	729.4	442.99	323.22
ENSMUSG00000063694	Cycs	4584.92	3892.46	4537.02	5244.99	4747.72	6065.37	5590.35	5225.36
ENSMUSG00000063698	Sfxn4	347.58	262.23	263.95	319.48	324.3	373.01	425.01	461.18
ENSMUSG00000063704	Mapk15	7.59	16.26	16.79	14.17	19.37	16.57	12.52	10.57
ENSMUSG00000063715	Olfr816	3.68	8.17	2.18	1.22	2.46	4.73	2.62	5.7
ENSMUSG00000063727	Tnfrsf11b	43.94	17.41	28.99	27.62	25.37	60.39	37.16	40.11
ENSMUSG00000063730	Hsd3b2	21.86	19.98	11.94	18.15	14.77	10.66	19.74	21.67
ENSMUSG00000063760	Rnf217	1291.83	1338.12	1252.37	1102.8	1020.99	885.75	973.83	851.25
ENSMUSG00000063765	Chadl	74.98	135.73	143.22	350.4	400.06	543.5	678.4	542.15
ENSMUSG00000063767	S100a7a	1.47	0.96	1.05	2.27	0.47	1.19	1.98	4.16
ENSMUSG00000063785	Utp14a	2502.75	2699.78	3060.59	2138.23	2156.08	2078.35	1452.82	1413.7
ENSMUSG00000063787	Chchd1	2136.1	1903.16	2026.62	1441.64	1421.65	1667.31	1375.7	1287.82
ENSMUSG00000063796	Slc22a8	4.7	2.82	3.79	44.83	9.92	17.78	35.89	39.48
ENSMUSG00000063800	Prpf38a	4377.09	3735.57	4295.86	3139.63	3032.11	3099.0	2606.1	2267.26
ENSMUSG00000063801	Ap3s2	4695.06	4485.53	5081.26	6567.87	5890.6	6970.08	6238.39	6516.11
ENSMUSG00000063802	Hspbp1	2294.65	1770.18	1868.41	1637.75	1376.04	1608.17	1400.71	1367.77
ENSMUSG00000063804	Lin28b	1347.82	295.85	283.1	114.54	77.28	69.88	80.68	97.18
ENSMUSG00000063810	Alms1	5760.77	6390.09	7652.52	4538.15	4677.98	3665.12	3681.0	4473.71
ENSMUSG00000063821	Dupd1	1.02	0.54	1.09	3.32	1.13	8.28	6.71	2.25
ENSMUSG00000063838	Cdc42ep5	30.58	24.84	38.83	32.15	30.71	46.17	64.12	55.94
ENSMUSG00000063844	Olfr1276	12.86	9.91	6.95	11.34	8.13	4.74	6.91	11.85
ENSMUSG00000063849	Ppcdc	553.84	581.11	487.56	547.67	603.77	639.45	776.91	951.06
ENSMUSG00000063851	Rnf183	2.04	0.72	7.06	6.8	8.32	7.1	6.44	7.62
ENSMUSG00000063856	Gpx1	5485.09	4050.16	3672.54	3817.39	3726.33	4283.44	3167.38	2441.5
ENSMUSG00000063870	Chd4	39767.41	31007.77	23720.08	26167.92	27717.15	18837.47	15283.7	15618.07
ENSMUSG00000063873	Slc24a3	849.73	1291.6	1150.33	3138.82	3186.47	3915.65	6885.49	7687.27
ENSMUSG00000063882	Uqcrh	7738.52	8172.7	8088.3	8798.17	8473.86	10604.11	10767.57	11184.41
ENSMUSG00000063884	Ptcd3	5375.08	4455.78	5121.78	4291.24	4064.96	4101.92	4035.44	4101.85
ENSMUSG00000063887	Nlgn1	8959.13	10887.33	12441.6	5850.71	6060.12	4395.44	4415.38	3559.86
ENSMUSG00000063888	Rpl7l1	6474.13	5840.56	5976.55	4579.38	4949.88	4785.27	3834.65	3647.43
ENSMUSG00000063889	Crem	574.65	728.54	983.12	671.38	595.03	555.29	694.77	789.26
ENSMUSG00000063894	Zkscan8	433.8	415.14	562.2	490.52	470.59	413.43	530.66	360.52
ENSMUSG00000063895	Nupl1	50.51	22.93	10.78	8.18	12.12	2.37	13.87	14.69
ENSMUSG00000063897	CAAA01118383.1	641.56	595.94	456.93	708.21	749.59	682.15	670.74	741.94
ENSMUSG00000063904	Dpp3	10025.64	7268.55	6476.44	5502.14	5397.71	5070.68	4138.27	3771.12
ENSMUSG00000063919	Srrm4	578.14	748.36	673.93	1198.68	1402.2	949.73	681.08	504.84
ENSMUSG00000063931	Pepd	33.69	16.59	10.89	10.45	6.22	3.55	5.63	8.81
ENSMUSG00000063935	Zar1	18.86	32.06	34.89	36.62	39.81	29.6	26.36	18.79
ENSMUSG00000063952	Brpf3	596.63	681.78	582.7	470.59	545.24	521.09	525.27	752.68
ENSMUSG00000063953	Amd2	62.92	96.11	42.26	56.71	75.31	104.23	133.87	176.0
ENSMUSG00000063954	H2ac19	88935.07	87906.16	64429.38	18478.04	20665.44	14304.14	9591.87	8244.13
ENSMUSG00000063972	Nr6a1	149.12	225.47	204.76	880.83	686.55	695.12	480.71	561.78
ENSMUSG00000063975	Slco1a5	7.76	1.74	0.53	23.57	15.7	36.7	34.92	65.95
ENSMUSG00000064006	Olfr190	27.64	15.74	20.02	17.82	13.4	17.76	18.53	13.06
ENSMUSG00000064023	Klk8	65.06	27.61	29.93	21.14	30.66	39.06	42.25	23.81
ENSMUSG00000064030	Pym1	1446.59	1204.55	1658.7	1281.58	1185.16	1366.5	1015.46	941.54
ENSMUSG00000064036	Mro	7.02	8.17	3.79	9.96	11.07	11.84	32.33	24.82
ENSMUSG00000064037	Gpn1	250.64	183.66	175.61	134.63	153.06	172.89	179.53	152.05
ENSMUSG00000064061	Dzip3	5918.98	6483.72	7536.69	5404.02	5124.64	4999.49	4841.66	4058.81
ENSMUSG00000064065	Ipcef1	477.34	689.17	593.6	535.7	433.11	438.12	572.07	616.56
ENSMUSG00000064068	Mtx1	1746.79	1578.67	1809.45	1499.5	1443.88	1602.23	1243.65	1149.76
ENSMUSG00000064080	Fbln2	452.09	1298.4	1124.14	651.82	652.79	347.01	160.72	227.63
ENSMUSG00000064084	Olfr1202	15.06	7.02	5.41	6.8	2.35	3.55	5.5	4.49
ENSMUSG00000064090	Vrk2	464.19	371.01	419.19	113.25	103.14	71.05	53.53	38.24
ENSMUSG00000064105	Cnnm2	264.56	340.55	237.42	738.23	600.23	813.53	732.26	741.66
ENSMUSG00000064109	Hcst	1.02	1.86	1.62	3.32	2.66	5.92	2.24	6.67
ENSMUSG00000064115	Cadm2	1141.05	3215.87	3679.96	10418.29	10629.82	11908.07	17866.89	15666.81
ENSMUSG00000064120	Mocs1	181.16	152.37	163.46	149.52	145.37	217.89	154.46	168.62
ENSMUSG00000064125	Prr36	171.07	173.09	149.07	143.49	130.38	92.37	81.17	40.27
ENSMUSG00000064127	Med14	480.33	433.46	393.16	382.67	562.82	547.0	791.33	832.35
ENSMUSG00000064128	Cenpj	1053.28	1292.91	1258.47	490.59	632.05	382.53	325.54	326.86
ENSMUSG00000064137	Rhox8	1.76	2.34	1.65	2.27	1.41	1.19	3.13	2.2
ENSMUSG00000064138	Fam172a	209.59	249.74	290.42	303.39	315.39	313.78	254.67	294.57
ENSMUSG00000064140	Trim38	1.02	1.62	1.65	2.43	3.4	5.92	14.95	25.37
ENSMUSG00000064141	Zfp69	203.98	164.86	198.22	110.89	101.24	94.72	72.67	44.96
ENSMUSG00000064145	Arih2	878.17	768.92	835.34	885.67	805.46	993.45	801.59	822.95
ENSMUSG00000064147	Rab44	0.74	1.8	2.7	11.18	14.74	17.76	8.62	4.47
ENSMUSG00000064158	Izumo1	1.02	1.68	2.25	2.43	1.41	1.19	2.55	0.64
ENSMUSG00000064177	Ghrl	15.8	13.09	17.28	9.07	12.55	20.14	16.09	17.56
ENSMUSG00000064179	Tnnt1	195.63	26.1	33.84	123.03	93.65	127.91	312.39	919.65
ENSMUSG00000064181	Rab3ip	2414.62	2484.9	2367.22	2494.52	2501.69	3003.09	3612.61	3925.19
ENSMUSG00000064193	Gm4735	14.28	45.45	43.66	10.52	12.27	21.29	48.33	55.3
ENSMUSG00000064202	4430402I18Rik	5.27	9.54	14.4	15.88	27.95	24.87	21.62	27.97
ENSMUSG00000064210	Ano6	1911.87	1972.92	1668.88	1009.99	1034.14	809.93	864.47	936.13
ENSMUSG00000064220	H2ac18	22083.54	27728.15	53085.33	4836.79	7039.57	3428.98	3471.4	2542.23
ENSMUSG00000064225	Paqr9	61.61	249.65	302.73	887.26	731.06	1296.71	1931.14	2361.28
ENSMUSG00000064232	Gm5414	1.02	0.48	1.62	7.53	18.27	13.03	9.83	4.4
ENSMUSG00000064246	Chil1	12.63	5.77	4.92	139.98	113.58	324.44	743.81	967.39
ENSMUSG00000064247	Plcxd1	61.95	129.7	158.25	245.26	290.52	332.75	572.32	824.47
ENSMUSG00000064252	Olfr329	20.22	19.38	14.4	26.17	12.73	14.22	10.1	7.09
ENSMUSG00000064254	Ethe1	408.59	361.44	356.93	284.43	298.18	364.73	341.12	413.69
ENSMUSG00000064259	Vmn1r13	77.42	59.0	63.44	72.26	60.35	61.6	96.38	106.9
ENSMUSG00000064262	Gimap8	153.29	78.41	69.94	106.54	109.74	140.91	138.34	115.51
ENSMUSG00000064264	Zfp428	729.33	789.27	556.46	946.73	900.95	800.56	577.81	465.53
ENSMUSG00000064280	Ccdc146	2.94	6.24	13.03	4.54	1.72	5.93	6.7	7.05
ENSMUSG00000064281	Rpl19-ps1	2.49	4.32	5.37	7.13	2.62	4.74	2.17	0.31
ENSMUSG00000064284	Cdpf1	54.53	42.11	56.22	44.71	41.4	40.26	47.77	43.94
ENSMUSG00000064288	H4c12	47683.15	53993.88	44410.02	5515.17	7300.02	3860.27	3141.8	2615.38
ENSMUSG00000064289	Tank	1209.03	1101.65	1520.15	1272.83	1151.79	1271.79	1359.59	1420.32
ENSMUSG00000064293	Cntn4	281.45	337.66	351.1	790.64	762.9	1324.91	3917.67	4106.93
ENSMUSG00000064302	Clasp1	11143.41	10527.91	7095.73	11164.64	12383.74	10275.0	11780.87	10918.84
ENSMUSG00000064307	Lrrc51	120.33	129.56	122.4	133.83	147.62	176.45	204.49	280.96
ENSMUSG00000064310	Zpld1	18.18	7.38	9.8	9.96	3.21	5.93	2.36	0.95
ENSMUSG00000064325	Hhip	1857.83	3453.19	2926.17	188.27	178.97	68.68	55.98	79.65
ENSMUSG00000064326	Siva1	506.92	462.43	538.82	123.21	147.04	101.83	91.45	94.53
ENSMUSG00000064329	Scn1a	103.07	183.66	390.05	759.14	648.84	1285.65	5467.84	10586.6
ENSMUSG00000064330	Pde6h	30.63	409.22	444.15	4888.29	4411.49	6588.94	8048.33	11287.21
ENSMUSG00000064341	mt-Nd1	32956.86	21896.34	46024.26	50047.16	38451.4	65707.84	58599.86	70517.77
ENSMUSG00000064345	mt-Nd2	4705.33	1962.75	8088.44	6140.24	3154.45	7162.08	4289.05	6066.73
ENSMUSG00000064351	mt-Co1	200294.65	159639.47	362481.66	403959.1	337947.9	619275.52	620753.03	709804.01
ENSMUSG00000064354	mt-Co2	9410.44	10969.5	22917.0	17837.56	18861.55	14197.74	21792.85	18310.08
ENSMUSG00000064356	mt-Atp8	8770.68	3980.84	11379.09	12255.01	6805.0	13700.19	8610.33	10173.77
ENSMUSG00000064357	mt-Atp6	38617.62	21532.87	57876.03	43761.33	31536.54	69582.82	52924.39	56935.76
ENSMUSG00000064358	mt-Co3	67192.77	101568.24	120791.45	114693.63	114785.07	112270.97	138840.0	150798.03
ENSMUSG00000064360	mt-Nd3	18949.53	21365.5	55715.09	31235.85	28497.65	36547.46	30537.53	27400.52
ENSMUSG00000064363	mt-Nd4	6094.4	2216.57	8449.7	8676.21	4336.72	12522.07	9602.11	12510.39
ENSMUSG00000064367	mt-Nd5	2137.65	1167.37	4393.03	2812.6	2033.44	3833.65	3711.41	4373.12
ENSMUSG00000064368	mt-Nd6	531.75	246.56	1034.38	820.5	508.33	1089.53	873.93	1034.77
ENSMUSG00000064370	mt-Cytb	14299.92	7992.99	19361.09	23368.6	17352.51	29827.11	31330.3	40971.91
ENSMUSG00000064373	Selenop	1394.17	761.24	801.14	1521.33	1301.14	2911.06	2905.39	2213.14
ENSMUSG00000065947	mt-Nd4l	695.09	175.26	1007.37	911.02	310.99	1100.37	473.52	573.22
ENSMUSG00000065952	Rps23rg1	444.53	353.95	231.73	91.06	84.05	56.83	49.29	48.53
ENSMUSG00000065954	Tacc1	1495.0	1515.01	1519.69	2066.91	2055.94	1917.95	2272.4	2560.0
ENSMUSG00000065968	Ifitm7	13.65	9.12	13.7	11.34	9.8	13.03	20.3	34.21
ENSMUSG00000065979	Cpped1	88.52	95.14	129.01	187.12	184.47	182.35	150.6	135.29
ENSMUSG00000065990	Aurkaip1	898.65	1041.05	1279.86	1440.03	1392.45	1715.91	1845.84	1885.98
ENSMUSG00000065999	Zfp985	2.78	1.14	1.58	1.22	2.11	3.55	7.99	2.89
ENSMUSG00000066000	Zfp979	20.5	23.58	14.79	5.75	23.11	3.55	4.42	4.21
ENSMUSG00000066007	Zfp600	1.76	1.92	1.65	1.22	1.36	2.37	0.26	0.31
ENSMUSG00000066026	Dhrs3	190.26	236.92	247.85	1106.73	1118.98	2746.26	4061.75	4262.66
ENSMUSG00000066036	Ubr4	7479.23	6150.02	5378.73	6358.49	6652.18	6033.27	7786.28	7692.44
ENSMUSG00000066037	Hnrnpr	16443.42	16832.69	18775.84	13627.43	13800.13	10768.52	8846.02	8260.87
ENSMUSG00000066042	Med18	1150.8	951.38	990.34	664.73	508.75	570.79	413.5	439.3
ENSMUSG00000066043	Phactr4	102.15	74.75	111.35	108.95	61.33	60.37	70.57	42.2
ENSMUSG00000066058	Cldn19	51.47	35.16	30.77	149.12	156.85	155.15	76.08	212.42
ENSMUSG00000066108	Muc5b	9.51	2.76	1.62	1.22	2.31	2.37	6.46	9.72
ENSMUSG00000066113	Adamtsl1	102.45	239.66	156.38	129.2	120.05	266.42	621.49	924.17
ENSMUSG00000066122	Olfr45	59.29	69.12	46.83	61.57	59.04	54.47	71.03	71.78
ENSMUSG00000066129	Kndc1	35.73	40.72	23.4	12.39	19.28	21.29	29.65	29.03
ENSMUSG00000066148	Prpf4	3615.7	3496.07	4056.39	2274.63	2294.4	2022.5	1807.93	1799.68
ENSMUSG00000066149	Cdc26	895.13	1033.92	1203.67	1239.93	1167.3	897.56	730.83	637.05
ENSMUSG00000066150	Slc31a1	45.58	31.44	36.49	41.09	32.78	43.84	19.61	27.37
ENSMUSG00000066151	Fkbp15	1711.62	1815.44	2174.26	2371.07	2375.28	2532.95	2384.97	2445.27
ENSMUSG00000066152	Slc31a2	349.46	331.49	474.01	1166.73	1130.93	1493.21	2568.65	3408.67
ENSMUSG00000066189	Cacng3	60.26	336.31	239.99	462.81	552.15	415.63	752.12	730.23
ENSMUSG00000066191	Anks6	366.28	307.81	320.72	176.6	208.87	168.16	127.01	165.59
ENSMUSG00000066196	Spag8	6.12	12.26	1.58	1.22	9.36	2.37	10.6	15.95
ENSMUSG00000066197	Gpr139	302.35	211.83	127.74	145.08	111.4	150.38	302.86	248.8
ENSMUSG00000066224	Arid3c	1.47	6.79	37.52	158.62	182.96	100.64	37.48	26.76
ENSMUSG00000066232	Ipo7	18735.34	18641.48	16225.94	15507.24	16171.0	14521.26	15993.11	15029.21
ENSMUSG00000066233	Tmem42	314.13	419.07	363.68	810.91	886.82	946.14	929.45	979.97
ENSMUSG00000066235	Pomgnt2	658.72	768.14	690.23	895.54	895.2	935.51	989.07	1124.61
ENSMUSG00000066240	Olfr517	2.04	3.06	1.05	9.24	2.82	2.37	4.15	3.15
ENSMUSG00000066258	Trim12a	59.18	44.05	85.7	79.06	77.46	87.63	115.42	217.15
ENSMUSG00000066263	Olfr639	95.65	73.45	53.75	82.71	65.23	54.46	106.41	122.0
ENSMUSG00000066268	Olfr586	11.55	11.36	7.62	12.0	9.1	7.11	15.59	13.48
ENSMUSG00000066269	Olfr575	13.03	14.6	7.66	7.86	7.32	11.85	10.1	13.99
ENSMUSG00000066278	Vps37b	2060.16	3057.47	3425.98	4568.88	5357.4	3168.56	1966.56	1587.96
ENSMUSG00000066306	Numa1	1812.36	1759.56	2160.54	1525.76	1292.04	1486.22	1188.67	1674.58
ENSMUSG00000066319	Rtp3	7.31	7.26	0.56	4.37	4.66	2.37	7.53	10.9
ENSMUSG00000066324	Impad1	16054.27	17189.64	19787.96	15174.57	14378.34	12774.84	13321.2	11980.03
ENSMUSG00000066357	Wdr6	25317.63	24115.59	16722.11	38381.16	41136.41	38735.05	42684.78	33997.1
ENSMUSG00000066372	Vmn2r65	24.58	34.4	27.01	39.78	20.86	30.79	48.37	39.45
ENSMUSG00000066378	Gm10160	3.79	2.4	3.79	1.22	1.96	1.18	1.09	1.54
ENSMUSG00000066392	Nrxn3	563.5	1640.72	1670.58	7600.19	6343.5	8726.7	10829.21	8870.54
ENSMUSG00000066406	Akap13	5888.12	5186.48	4181.98	3172.16	3422.67	2781.6	2385.61	2307.81
ENSMUSG00000066407	Gm10263	16.87	15.55	23.6	14.17	15.27	18.97	10.29	9.93
ENSMUSG00000066415	Msl2	4342.1	4691.06	3493.42	3034.47	3187.16	2343.42	2275.81	2612.38
ENSMUSG00000066438	Plekhd1	541.72	558.02	488.43	946.03	970.1	1117.78	1558.58	1458.84
ENSMUSG00000066440	Zfyve26	1381.99	1394.86	1206.83	1366.28	1464.27	1306.24	1178.28	1526.84
ENSMUSG00000066441	Rdh11	5017.28	5530.79	5420.04	4561.54	4368.74	4546.08	4763.09	5424.34
ENSMUSG00000066442	Mthfs	234.11	229.25	292.58	258.66	287.71	299.64	258.35	215.16
ENSMUSG00000066443	Gm10163	88.68	123.04	126.89	91.2	60.95	84.02	63.44	85.91
ENSMUSG00000066456	Hmgn3	2701.69	3215.53	4068.04	3114.43	3175.89	3778.56	3639.41	3119.57
ENSMUSG00000066487	Gm5786	9.12	7.68	3.23	4.21	2.11	3.56	4.6	3.22
ENSMUSG00000066510	Ankdd1a	19.93	19.47	20.66	12.23	19.41	30.78	31.99	35.11
ENSMUSG00000066537	Vmn2r57	27.81	49.86	47.32	49.58	76.49	78.16	162.99	162.43
ENSMUSG00000066551	Hmgb1	30012.76	31357.2	40171.09	14090.58	13817.43	11231.11	6690.91	5204.55
ENSMUSG00000066568	Lsm14a	846.21	842.43	937.81	827.21	1024.0	852.54	905.48	929.79
ENSMUSG00000066571	4931406P16Rik	3172.58	4132.53	4007.52	5824.9	6039.25	5740.86	6046.69	6040.47
ENSMUSG00000066595	Flvcr1	1433.18	1242.24	1644.23	1446.86	1280.71	1397.33	1233.86	1369.05
ENSMUSG00000066607	Insyn1	622.76	812.56	700.1	1364.71	1370.76	1499.08	1986.61	2371.95
ENSMUSG00000066613	Zfp932	1115.27	1044.09	1421.15	824.75	794.06	770.92	651.46	657.88
ENSMUSG00000066621	Tecpr1	2238.2	3319.57	3690.42	9937.39	9986.38	11170.35	8261.79	8365.43
ENSMUSG00000066637	Ttc32	345.09	271.02	294.2	123.21	148.77	132.62	116.32	128.15
ENSMUSG00000066640	Fbxl18	3198.38	2514.3	2038.28	2514.26	2508.26	2088.88	1702.45	1466.67
ENSMUSG00000066643	Wdr35	2132.33	2808.45	2182.5	588.22	911.49	704.55	677.36	609.96
ENSMUSG00000066647	Gm5113	1034.12	874.4	1322.36	1210.65	1013.85	1235.07	1172.7	1089.96
ENSMUSG00000066652	Lefty2	0.74	3.17	2.14	8.02	9.13	9.48	9.07	6.08
ENSMUSG00000066672	Olfr417	6.0	8.16	7.06	14.33	6.96	11.84	10.8	10.57
ENSMUSG00000066687	Zbtb16	909.58	450.59	411.01	99.81	97.81	67.48	103.84	167.96
ENSMUSG00000066688	Gm13083	7.47	7.43	2.78	6.97	3.21	3.55	4.22	1.89
ENSMUSG00000066697	Gm10172	8.04	1.68	1.65	1.22	0.94	3.55	1.79	2.47
ENSMUSG00000066704	Cyp2b19	8.49	16.51	23.29	8.42	9.57	10.66	12.13	5.09
ENSMUSG00000066705	Fxyd6	6365.65	8848.33	9481.63	2785.31	3100.64	3033.91	4804.45	6097.97
ENSMUSG00000066721	Zfp575	14.04	18.32	15.1	13.45	21.75	23.69	15.52	18.83
ENSMUSG00000066724	Gm10175	10667.38	10254.88	8247.96	7920.57	7658.06	9074.0	6749.8	6159.57
ENSMUSG00000066735	Vkorc1l1	2472.98	2858.71	2669.73	2564.11	3011.97	2318.49	2532.06	2531.81
ENSMUSG00000066748	Olfr145	13.59	7.75	3.27	12.39	5.94	2.37	6.96	8.81
ENSMUSG00000066750	Olfr876	6.0	2.59	2.7	3.32	1.99	1.19	2.11	1.94
ENSMUSG00000066760	Psg16	17.72	81.64	82.3	246.24	256.22	229.76	211.83	164.59
ENSMUSG00000066767	Gm3867	4.42	3.0	4.36	1.22	1.33	2.37	2.93	2.86
ENSMUSG00000066797	Zfp648	0.74	1.8	0.56	5.75	3.51	5.91	5.75	3.79
ENSMUSG00000066798	Zbtb6	3142.17	3367.18	4588.11	4611.47	4392.64	4599.4	4131.26	3331.08
ENSMUSG00000066800	Rnasel	2658.66	3833.16	4798.01	2840.09	3073.62	1187.8	410.99	264.71
ENSMUSG00000066803	Vmn1r84	16.25	11.11	8.6	5.75	5.28	3.55	5.55	3.13
ENSMUSG00000066804	Vmn1r83	7.47	3.18	2.74	3.65	1.41	1.19	5.56	0.92
ENSMUSG00000066820	Vmn2r28	2.21	4.02	2.78	5.75	2.7	2.37	4.22	4.8
ENSMUSG00000066829	Zfp810	1296.84	1434.62	2494.89	2386.86	2235.13	2374.2	2079.34	1598.28
ENSMUSG00000066838	Zfp772	1051.28	1184.75	1129.28	834.09	745.49	768.53	669.31	632.44
ENSMUSG00000066839	Ecsit	1076.59	1149.43	1154.22	1549.73	1699.16	1803.67	1769.27	1964.71
ENSMUSG00000066842	Hmcn1	255.63	20.26	13.25	76.4	70.84	75.71	184.33	120.17
ENSMUSG00000066850	Vmn1r65	7.93	7.02	2.67	7.13	4.84	9.47	9.71	8.28
ENSMUSG00000066867	Oas1e	57.19	15.25	28.77	28.44	41.1	30.79	38.81	22.82
ENSMUSG00000066877	Nck2	3831.65	4482.0	4606.6	2120.43	2224.25	1711.03	1287.86	1304.96
ENSMUSG00000066880	Zfp617	3959.36	4413.89	5464.39	4988.52	4366.52	4603.17	4498.41	4861.99
ENSMUSG00000066892	Fbxl12	748.54	777.95	848.44	581.46	626.44	498.58	519.39	479.58
ENSMUSG00000066894	Vsig10	457.68	650.96	717.6	220.03	292.0	259.33	235.32	271.42
ENSMUSG00000066896	Olfr18	6.91	5.23	8.79	9.07	6.52	5.92	7.66	8.26
ENSMUSG00000066900	Suds3	628.31	881.4	1183.21	923.12	1000.06	1355.92	1043.03	1183.14
ENSMUSG00000066952	Myo1h	22.71	15.3	10.89	3.16	4.65	5.93	3.51	6.57
ENSMUSG00000066964	Tmem211	0.74	3.06	1.58	3.32	2.62	1.18	2.74	2.58
ENSMUSG00000066975	Cryba4	401.49	38.84	14.98	69.31	17.65	37.91	13.66	9.34
ENSMUSG00000066979	Bub3	8972.69	8210.5	7872.52	5334.97	5235.43	4938.02	4050.8	3739.93
ENSMUSG00000067010	Vmn2r10	20.22	13.32	18.79	9.07	14.3	9.47	11.05	13.88
ENSMUSG00000067017	Capza1-ps1	299.8	279.18	215.23	271.96	229.99	222.61	175.26	159.85
ENSMUSG00000067028	Cntnap5b	34.38	41.71	27.3	162.9	140.26	177.62	374.2	416.4
ENSMUSG00000067049	Unc93a	12.34	10.93	10.86	8.75	5.12	5.92	10.4	5.75
ENSMUSG00000067064	Olfr1416	8.49	13.15	10.78	11.34	12.74	10.66	14.37	12.71
ENSMUSG00000067071	Hes6	11135.95	19688.83	23099.87	6493.45	6550.74	3508.74	1349.27	1322.69
ENSMUSG00000067081	Asb18	11.27	13.86	12.58	14.83	19.38	13.02	18.79	26.24
ENSMUSG00000067144	Slc22a7	7.19	9.77	12.4	1.22	5.2	2.37	15.78	18.31
ENSMUSG00000067148	Polr1c	85.51	65.42	47.36	46.65	40.42	54.48	32.26	31.03
ENSMUSG00000067149	Jchain	14.5	12.72	21.26	158.85	163.69	281.86	648.68	723.27
ENSMUSG00000067150	Xpo5	9695.02	7241.54	6114.6	7187.08	6610.09	6005.13	5544.39	5022.24
ENSMUSG00000067158	Col4a4	45.65	93.7	145.29	222.67	115.61	221.44	413.89	449.18
ENSMUSG00000067194	Eif1ax	15138.92	15099.13	17977.71	11633.04	11792.87	11686.32	12521.36	12785.19
ENSMUSG00000067199	Frat1	1792.73	1969.86	2001.23	2343.06	2344.17	2345.82	1934.52	1978.38
ENSMUSG00000067206	Lrrc66	120.68	22.46	28.32	96.32	96.49	213.16	492.25	572.63
ENSMUSG00000067212	H2-T23	73.27	81.44	101.62	172.14	194.4	146.84	181.64	619.89
ENSMUSG00000067215	Usp51	480.86	487.08	504.84	167.76	131.18	116.05	101.24	77.65
